level,puzzle,answer
2,000060040000000080050093000604200000000030500001000000090000300000400006008000000,879561243163742985452893671684215739927634518531987462796128354315479826248356197
3,105000070000006500070900680002040090000060008010080000200500000406002009003000210,165428973928376541374951682832745196547169328619283457291537864456812739783694215
4,300500009810004000006800000000000000000069082670058000090200030000070014000300500,324517869819624375756893421948732156135469782672158943491285637583976214267341598
5,008700000034096008610004270071620495059007032060030080900860120120073854587140903,298751346734296518615384279371628495859417632462539781943865127126973854587142963
1,500000100009680004000070000000040080300000000100007005008000000060000000000001300,573429168219683574846175293657342981394518627182967435438256719961734852725891346
2,000470306000200100207003000070100000506000780000800002400700000000010590190504000,859471326634285179217963458378126945526349781941857632465798213783612594192534867
3,007500010029000060000300704013000082000400000000006000806003000090004006070000095,437562918129847563568319724613975482782431659945286371856193247291754836374628195
4,900300200020007004008500010039000000000000023500003700600030500001060090070008006,967341285125687934348529617439276851716895423582413769694132578851764392273958146
5,000008072200107036700040000005800103970460285014003709300916520500384610460725098,146538972258197436739642851625879143973461285814253769387916524592384617461725398
1,901300000000000000000000025000000000700800900050042060000056000000020000003000700,921385674635274891874619325196537248742861953358942167287156439419723586563498712
2,000700000000200019063000000084006000000004000000500007200000005000083060900000000,592731486847265319163849572784126953659374128321598647236417895475983261918652734
3,850043000000002000060000015100080004070051096605420100000200000907000600000790503,859143762741562389362978415193687254274351896685429137536214978927835641418796523
4,080200100006087040090050000805003000000004690900000500004806010000400007300010004,587249136126387945493651782865793421731524698942168573254876319619432857378915264
5,010000030009200000780000050008304200401659000075020960840905723130842090500736148,214567839659283471783491652968374215421659387375128964846915723137842596592736148
1,038610000100000000000000602010030060005006020009000005420089500006500009000000004,538612497162947853794358612217435968345896721689271345423189576876524139951763284
2,000700300100000006000580000000000021000004000078300000400000000007000580000006200,924761358185423976736589412543698721619274835278315694492857163367142589851936247
3,900010082000000090600002405000007003070500000300608200860400500015030700009000000,947315682582764391631982475296147853178523946354698217863471529415239768729856134
4,600300070780000605000076040000607000010420008000038000009801000150000704004060100,645382971783914625291576843938657412517429368462138597379841256156293784824765139
5,010090008500020000200700000800240000394050206700386001136570849958604002470910563,617495328549823617283761954861249735394157286725386491136572849958634172472918563
1,305000008000000200040100000000000070000000010002005000008000503060710000000400000,325647198671589234849132657486321975957864312132975486718296543564713829293458761
2,900006008000004000003000700000030000050000004000170020040000000560000000000020300,927356418615784293483291765296438157751962834834175629349617582562843971178529346
3,500008000002000190000003047030000050001094070060130800059000600000300005820600000,594718263372465198618923547937286451281594376465137829759841632146372985823659714
4,080000000040001000000020060006000000000008005009000030002060000000007001000900408,287596143643781592951423867536179284724638915819245736172864359498357621365912478
5,600093540000700000020000180204057008800904350001036472106389724903502816000671905,618293547345718269729465183234157698867924351591836472156389724973542816482671935
1,000050063004020009510030020700004050000073040083090070832000000040000205060102000,298451763374628519516937824729814356651273948483596172832745691147369285965182437
2,000003000000001500406000000090000000000600024000700000013000900000420007050000000,521963478987241536436587291692154783375698124148732659213876945869425317754319862
3,000080006030900000100000200004000070000800039200000000000024500000060000090000000,745283916832916754169547283984635172651872439273491865316724598528169347497358621
4,710430005000009000500001040060007501100000400302010060000050000004103670080070200,716432985423589716598761342869347521175826439342915867637258194254193678981674253
5,002000000000040003096800017709360258065278130030150746023486071050020964004591080,342617895187945623596832417719364258465278139238159746923486571851723964674591382
1,000100300506000010010020006090304008000019004030580007800200000040007009009000260,927146385586973412413825976791364528258719634634582197865291743142637859379458261
2,061900700000004050080000000900003000000060800500002000000000024000000030070010000,461935782792684351385721469946873215127569843538142976819357624654298137273416598
3,900007002035000000207103000004000080820000760300000004000094018009001040000500609,968457132135289476247163895594736281821945763376812954752694318689321547413578629
4,035002900000900830006030004000000000027089400009023008201500000050004600004060209,835742916472916835196835724348657192527189463619423578261598347953274681784361259
5,107030500046780290030000800095100000314860759628500300869070125203908470401625930,187239564546781293932456817795143682314862759628597341869374125253918476471625938
1,100300580600002410004080000010056090050027006009000700300000004070200000940010300,192364587687592413534781629713456298458927136269138745321679854875243961946815372
2,408000000070000012102006500050090000000700060047630095900003106060000040000000908,498512637576389412132476589653894721819725364247631895985243176761958243324167958
3,070000008500048200810000504000000000320871405000034000700200800000093000250000609,674512938539748261812369574147925386326871495985634127791256843468193752253487619
4,500001080000700003070040900690307000008000320000068107060100800900020000007009005,526931784849752613371846952692317548718594326453268197264175839985623471137489265
5,800030504000700000000000091060903200421875309000261057913482605058317042047096080,876139524192754836534628791765943218421875369389261457913482675658317942247596183
1,000070000000090000004002030000000500306004000002000000200603000050000907000000800,635478219127395684984162735718936542396524178542817396279683451853241967461759823
2,000300405000000600080075000000010070400000000500000003000004900070000000010000060,792368415345192687186475329839516274427839156561247893658724931973681542214953768
3,040310000006490008010005009060000030300000005009000200050061900090800006000074103,945318762236497518817625349562749831374182695189536274453261987791853426628974153
4,000000000000008010046050000300000000810000090000060007000090000004000605000103000,781934562523678419946251873369817254817425396452369187238596741194782635675143928
5,040020950070000006090360000015032078608010039734900105059178203160250784287640000,346821957872594316591367842915432678628715439734986125459178263163259784287643591
1,000400300056021009000000000010007500060200007305060800008509006030000000000000075,987456321456321789123798654214987563869235417375164892748519236531672948692843175
2,004003000020000007000000000500008340000000100070600000000050000000790002301000000,754963281823415697916287453562178349438529176179634528287356914645791832391842765
3,900780003178053029634912857709060005200597060060040790007000900406179530090005076,952784613178653429634912857749361285281597364365248791517836942426179538893425176
4,000426000009005000060080007400000090003000402015000700080001009000658000000030200,758426931329175648164983527476312895893567412215894763687241359932658174541739286
5,042300000000000070080600015013400560670001900924007038198702653456103700200950480,742315896561298374389674215813429567675831942924567138198742653456183729237956481
1,708500094030000001900708000009000050080065000000079100000350007607900042300000900,718536294536294871942718563179823456483165729265479138894352617657981342321647985
2,000015900050400000002306005094000020020000039080000060800540000000038090003607001,436715982758429316912386745694173528527864139381952467869541273175238694243697851
3,500007104200040500008100003000000208024000000000601000061900070030060040002003009,596237184213849567748156923659374218124598736387621495461985372935762841872413659
4,600008090000690000209740860840901056350000900002000041100800020508064170000019000,634158792785692413219743865847931256351426987962587341193875624528364179476219538
5,400106000072050080009040003600705038930000120047003596258034971096081002014927865,483176259172359684569842713621795438935468127847213596258634971796581342314927865
1,500702800000800600080004007000000000009000316165000004020980070050300000003050100,514762839732895641986134257348619725279548316165273984421986573657321498893457162
2,200000800000070000500000260000605000079000003040000000000090007830000000000200000,213569874964872315587413269328645791679128453145937628452396187836751942791284536
3,002700004400000700090364080006000070000040900800010000050001030003685001600000500,162798354438152769795364182516239478327846915849517623254971836973685241681423597
4,000200509086004000000000000000006070400000000530000100009000086000150000000000000,714268539986534712325971648891346275462715893537892164159427386648153927273689451
5,000400602506000900700903804007186009200790100009305480684502703305049216921037508,893451672546278931712963854457186329238794165169325487684512793375849216921637548
1,040000200000306009000000000000000000000020540906008000000000000050040070003000068,641985237285376419397214685524763891738129546916458723162837954859641372473592168
2,400250000059060040002004030130000058000380000000406000000608090600070500300001602,413257869759863241862194735136729458274385916985416327527638194641972583398541672
3,000042000000000000053000100420007000010000000000500300000000027000009040060300000,691842735847153296253796184426937851315268479978514362539481627182679543764325918
4,700001000400000000000300200002000000008000900000004060000080047003200000000006010,729451836435862791861379254912638475648517923357924168296183547173245689584796312
5,780000000100096800005080002806324951400615700301800246640253090293147508007900300,784532619132496875965781432876324951429615783351879246648253197293147568517968324
1,020000080000000000000074500010820000005000934000000000000060020409003000000000000,521936487647582193893174562314829756285617934976345218758461329469253871132798645
2,000001000904000000000005208080000100006040000000790000020003000000000006000000047,862931475954287613173465298789352164236148759541796832425673981397814526618529347
3,700000050060500800080000902000073120420105000000084000050000600306000010100040090,732869451964521837581437962895673124427195386613284579259718643346952718178346295
4,005000300030009050700023001140090507300000004850040200080000020007200100400610005,215486379634179852798523641146392587372865914859741263581937426967254138423618795
5,008000301000640057790030006089025000105000028430706509321460895006912704007803102,568279341213648957794531286689125473175394628432786519321467895856912734947853162
1,000050300400000000100090000000600004003000000095000010008000500000402060000100000,986754321457321896132896475821673954643519287795248613318967542579432168264185739
2,900000008007010000000050300000008000000609002074000500003000400601002000000000000,936724158587913624142856397269548731315679842874231569723195486651482973498367215
3,009000001801004050000081000702060049060100003000002800000370000006900037100000090,649537281871294356325681974752863149468159723913742865594378612286915437137426598
4,300000000007319000190005063700490010000000000010072006630800059000653700000000002,385264971467319825192785463753496218246138597819572346634827159921653784578941632
5,518900260002006000047300010200574096000089100706230480104803052309060071805700934,518947263932156748647328519281574396453689127796231485174893652329465871865712934
1,900020006003905000400038000040000800000406032301070000000084009004300010000102080,958721346763945128412638957647253891895416732321879564136584279284397615579162483
2,007200000000000050006000390900000000400800010000700008008000002500093000000000000,397265184814937256256481397981346725473852619625719438138574962542693871769128543
3,000040035360500900500200400020000000709020058000700200001005020030600000600300091,217946835364587912598231467826459173749123658153768249471895326935612784682374591
4,400020000920100050851030006200008010010050008000000000500009281070600095000002007,463825179927146853851937426239768514714253968685491732546379281172684395398512647
5,072800000000000060008094003120700604605009300000010852834527910206981430917406000,372865149491372568568194723123758694685249371749613852834527916256981437917436285
1,500000900208009400000640050000001302301020060005090000704900001060004700090030080,546183927238579416917642853679851342381427569425396178754968231863214795192735684
2,010000000060000030000090007900000010002040000000000580000801000000000002407000006,319657428765284931824193657978536214152948763643712589296871345531469872487325196
3,830010000000000000000000704009706000020000008000400010000080000050900000004000600,837514269945267831261839754189756342426391578573428916712685493658943127394172685
4,000002006056810000000000007700040900090000200040009050000503401008060000002000000,379452816256817349184396527725148963891635274643279158967523481518964732432781695
5,000560201800400000900070000107640000008103007520900403051836704783294165609050832,374569281865412379912378546137645928498123657526987413251836794783294165649751832
1,048300000000000600000900000000050000000060000031000040003804000200000506000000700,748316952392547618156982473927453861485261397631798245563874129274139586819625734
2,000000230070900000090040000300000000000000064201008000000090000800000100060700005,418657239572931648693842751356479812987215364241368597725196483839524176164783925
3,050170400072500000160030000006000100300700040700020060000300026008250004000010807,853176492472598631169432785926845173385761249741923568517384926698257314234619857
4,000800070030050604402000000050320000008009300000610007600030000047900001000000720,516843279839257614472196835754328196168479352293615487625731948347982561981564723
5,320000000000004080005709000000003720004602018100940365658297140701536890203480057,326815479917324586485769231869153724534672918172948365658297143741536892293481657
1,000003040020000000006000900900000030005160000000007100000000600000000005380004000,597813246423796851816245973961482537735169428248537169152378694674921385389654712
2,000070002900000046000468700502000000000000610400590070060700000250000090004852000,648975132975123846321468759512637984739284615486591273863749521257316498194852367
3,806009700407680009920000648500007800370008200680910007100006382708290006260800970,816349725457682139923175648591427863374568291682913457149756382738294516265831974
4,007000001040607900900030070009501002060070100010060500003000008050403200200050030,637295841548617923921834675879541362365972184412368597193726458756483219284159736
5,800000702004050003060082109006003081015020374038097026189274635070905400540816090,851369742294751863367482159726543981915628374438197526189274635672935418543816297
1,000000000970820063400000009000000000300042907689700005590100006000000000030095800,123469758975821463468537129247958631351642987689713245592184376814376592736295814
2,000800000003000060000501002000030070100000008050000000006040010000200005009000000,265873194813492567794561382648935271137624958952718436526347819371289645489156723
3,400000001000601000530000608900000003700010004004000020020457800000060000006802070,467985231298631457531724698912546783783219564654378129329457816875163942146892375
4,000300809004000002080025007073008090600040708000039000045600000008000004007094200,526317849714986352389425617473268591692541738851739426945672183268153974137894265
5,038706000100320006056000003605078309403950260001630400580297630719863024362514987,938746152147325896256189743625478319473951268891632475584297631719863524362514987
1,400083070050000080003200059070060000900058200001090035000004600297030010000900003,429583176756149382183276459572361948934758261861492735315824697297635814648917523
2,060000000004000209000105000009040000000000000700000050050000010000090300007008006,862479531514683279973125648289547163635812794741936852358264917426791385197358426
3,080007040000910060200000708004605009007094300300170400040060010060403000502000004,986327541475918263231546798824635179617894352359172486743269815168453927592781634
4,000000065008005000709003400800206500001009300900700006000600008032000000500000902,324197865618425793759863421873246519261589347945731286497652138132978654586314972
5,094078000000300000510000706860924073402053869059000410000231600038507291105860047,294678135786315924513492786861924573472153869359786412947231658638547291125869347
1,080600000000000400100000500400090000003000006000000308060000007009045000000010000,985634271632571489147289563476398125893152746251467398564923817719845632328716954
2,000600350790000000000800000000002000000300080210009000006000040000017900005000000,821694357793125864654873192369782415547361289218459673976238541482517936135946728
3,009000500024006708710000049000850000000130000090004003003000200058002406240000097,389471562524396718716285349137859624462137985895624173673948251958712436241563897
4,000070000000000080010062000060010200300000000000800090809300000000000506400000000,293478165647531982518962374964713258382695417175824693859346721731289546426157839
5,100000070003680009007000506302005900890046701004010825739504210420798653086321400,168459372253687149947132586312875964895246731674913825739564218421798653586321497
1,510002000000000000000000980000000005038900000009000000000065002080001000007000400,514892673896137524372546981461278395238954167759613248943765812685421739127389456
2,000010060000000000002008000000000500700000208100090000000502004060000000310000090,593214867871956423642378951436821579759643218128795346987562134264139785315487692
3,087600190000001800100930400004007000001000030000020040700010000900305700306700085,287654193493271856165938472634587219821496537579123648752819364948365721316742985
4,003507000900430700070080000540000097600070020380000065009046070000020001000103600,213567948958432716476981253542618397691375824387294165139846572865729431724153689
5,300000080170600000900020307794016000500809402001053706839701625005902800620385140,346597281172638954958124367794216538563879412281453796839741625415962873627385149
1,000002900538006200260010000000600030680000002725800060000054001000030095004000000,417382956538976214269415873941627538683591742725843169392754681176238495854169327
2,001060050000800079903010000470009000000100705002000040000080014007090060206001000,781964352564823179923715486478259631639148725152376948395687214817492563246531897
3,092400050400050900080930064000090021020500890809000000106009370270306089938705006,392467158467158932581932764753894621624571893819623547146289375275316489938745216
4,000508000000100007000472580073000150095000740016000230100900000058624000000710000,734598612582136497961472583873249156295361748416857239127985364358624971649713825
5,090600000350480000168537249780103025040200700901000600010372064005840910670905832,497621358352489176168537249786193425543268791921754683819372564235846917674915832
1,000008059400096073507000000080030040700000500003040008000000360071000000026180700,632478159418596273597312486185239647749861532263745918854927361971653824326184795
2,090060000200000010000007300073009000000000028060000000400280000000000700000100000,791362845234958617658417392173829456549736128862541973417283569325694781986175234
3,700000900200085000000000000040000000093700000000060050010000000500000060002900300,751642938269385417384197526645823791893751642127469853916538274538274169472916385
4,001029030380000020050000000063007400000005007000000100009600070130800060000400000,741529836386714529952368741563187492214935687897246153429651378135872964678493215
5,001000002300400700506000000007800000230791600809045310628514903004367120070928456,791683542382459761546172839417836295235791684869245317628514973954367128173928456
1,000004020060080000500000070000000040000000908300050000000000000000030105042009000,918374526467285319523196874659821743271643958384957261135768492796432185842519637
2,081000090000309028000000500903002000000006000075100036000003200020678000000000010,381527694547369128692841573963752481814936752275184936758413269129678345436295817
3,003050810000000600080907000040009005300700020007020100400000000901400030000032006,673254819529381647184967253246819375315746928897523164432695781961478532758132496
4,571080900000075000048030500600090000000007050082000109000043000060000203090006845,571482936936175482248639517657891324419327658382564179825943761164758293793216845
5,000050000002600000470013009900002730050071098700086542597824306308160974641030285,869457123132698457475213869986542731254371698713986542597824316328165974641739285
1,600200003030048000000070004009100002000900400080000370205060900301020600000790201,654219783937548126812673594549137862723986415186452379275361948391824657468795231
2,260050000000800040070000000000000000050060002003900010004309000000000607000000000,268754193391826745475193268146237859859461372723985416684379521912548637537612984
3,308000000000050004600070000000000007000010045900300000000009200050000000000800300,378491526129653784645278193514982637283716945967345812431569278852137469796824351
4,300000605900000080007050000060020000400009060025000004000400000001003490000200010,312987645956342187847651329769124538438579261125836974293418756581763492674295813
5,064003025700600000082400000879506300013008049240301700490835270107904658520160904,964713825751682493382459167879546312613278549245391786496835271137924658528167934
1,000190030700000086000000000014000000090000000000006002600008000000000007030040100,468197235751324986923865741514273698296481573387956412679518324142639857835742169
2,030000000058000009000100000000070010400000060070030000600009000000000305100400000,931842657258763149764195238386974512419528763572631984625389471847216395193457826
3,046000170108000604000000000900000006037050210400000007003080700700902001000605000,346598172198723654572146938985217346637854219421369587263481795754932861819675423
4,170000006095000400000009030010030200000015970400600000003090000000328740000040009,172453896395862417864179532517934268638215974429687153243791685956328741781546329
5,000000204000000000609008000006025000103004700427183965012459806708030591965810342,571396284284571639639248157896725413153964728427183965312459876748632591965817342
1,800000060050007000000009500600040000000000907000000005090000001004360000000080000,817453269953627184462819573679542318548136927231798645396274851184365792725981436
2,000030006000000000080502090000000850000000000603040000400000003020805000100000000,591437286236189745784562391917623854842751639653948172478296513329815467165374928
3,200070009006008000700021000040000060007064100003807500000009800300700402000106003,251473689436958271798621345845312967927564138613897524174239856369785412582146793
4,862030001010000002003000000200004700004006008000790010000000100600000030300800259,862937541715648392493215687239184765174356928586792413958423176621579834347861259
5,020000080000580060930070042219030000003805916805914237400360070680159023351247608,526493781174582369938671542219736854743825916865914237492368175687159423351247698
1,000800010000000700306900000400000009200018000000070000000004000000300006010000090,524867913189235764376941528451623879297418635638579241962184357745392186813756492
2,000000607093004000000000000600000000000009030785000000800700005000000090010002000,148935627293674581576128943639287154421569738785341269862793415357416892914852376
3,001000840000000000000302000090007003084010000000000000730000009020000000000040050,351976842962184735847352691196427583284513976573698214735861429429735168618249357
4,090003001708500000030780090006000300080000010073015460001904200000200036300060900,592643871718592643634781592156479328489326715273815469861934257947258136325167984
5,000010097000405001604002030000709286078300904469201005841503000736820000092167803,325618497987435621614972538153749286278356914469281375841593762736824159592167843
1,001000300900700000000008400043000000000900050008000100200000090000600070000003000,481569327932741586675328419543817962126934758798256134217485693354692871869173245
2,000000400000005100030900000000500090001000200600300000007001060000004000050000030,568123479279465183134987652742518396381796245695342718927831564813654927456279831
3,025040107760000950009000008090050300000801000000306000250000790081020405003000002,825943167764182953319765248198254376637891524542376819256438791981627435473519682
4,102060000006500709000000000090805000000000020030000000000000000000020010080900005,172369854846512739953487162297835641518694327634271598729153486465728913381946275
5,304100000610050000092000048700403581401002603063571900008290367935647012270008095,384129756617854239592736148729463581451982673863571924148295367935647812276318495
1,010900000403000060800021000006390005000000000100058300000009030060000509000780002,612934758493875261857621493286397145534216987179458326721569834368142579945783612
2,730000000200400000000500000001000450000000200900087000000003000004000100000006009,738692514256471983419538762821369457673154298945287631167943825394825176582716349
3,007000300006000000000002009000000000190000020000500600020000041005360000000700000,247196358986453217351872469568249173194637825732518694623985741475361982819724536
4,500601030001070008900080000400300200075046000000809073003500007000100600060098300,584621739621973548937485126498317265375246891216859473843562917759134682162798354
5,670000008000501000002000004106300549290050100300060780413870206869010475725094830,671942358948531627532786914186327549297458163354169782413875296869213475725694831
1,803040000000000150000000000020000000000080003051900600002000008000506000000100000,813245976279863154645719832328657491796481523451932687562394718187526349934178265
2,410000005000903000070000000050040000000000200002008060000017000006000800009000030,413286975265973418978154326651342789897561243342798561534817692126439857789625134
3,910080070040200030208350010000060000020000009000002000001600002002504860005008401,913486275547291638268357914854963127126875349379142586481639752792514863635728491
4,060000270807000000400610800700302100650080009010060507000000910100028700206000008,961843275837295641425617893798352164654781329312964587583476912149528736276139458
5,000000090040100000070200800510306902496700385082000000004519238053070461128643759,231468597845197623679235814517386942496721385382954176764519238953872461128643759
1,000200806914000000000000000800000200000047500000010000200300000070050040000000000,735294816914786325628135497891563274362947581457812639246379158173658942589421763
2,030050080600070000000000040084010000050000000000000902000900000000306700010000020,437652189698174235125893647284519376359267418761438952873921564542386791916745823
3,006200004900074060040000800090023400002000001060089300070000600009700005200065010,836291574925874163147356892798123456352647981461589327574912638619738245283465719
4,000003006590000010000000000004002000800000090003000500036000000000010000000590700,241973856597468312368125479974652183825731694613849527136287945759314268482596731
5,620000003087025000000000210090834500073596140406000839740183960569042081018050027,624918753187325694935467218291834576873596142456271839742183965569742381318659427
1,000000102000000800009070000000802900000003000006000040000069030010000070800000000,478936152365421897129578364537842916241693785986715243752169438613284579894357621
2,070020509000000000001003000008000016000540000000000000250000700000008030040000000,376124589485967123921853674598732416632541897714689352259316748167498235843275961
3,000002600300000004000007000060000008520000000000080003000006200809030000000000700,781342695352169874694857312963724158528913467417685923135476289879231546246598731
4,000007030090840051003000460080006100100089020002010008940702003508000900600090000,415627839296843751873951462389276145154389627762415398941762583528134976637598214
5,000060000018000509307205000701000380430601297029374056000846900180029035206510478,952168743618437529347295861761952384435681297829374156573846912184729635296513478
1,640005800000100200700000000000070000000390004059000080005001930800052010001000000,643725891598143276712689345386574129127398564459216783275461938834952617961837452
2,090000000000680005740000000003000001000000000000704900000010000080000400001050002,695147328132689745748532169423895671957361284816724953264918537589273416371456892
3,000600000070103000800000040160400003000000000000020090002000000000000701409080000,324658917976143852851279346168495273293817564547326198732561489685934721419782635
4,008500000500092000000008605004000207085000100091036508000200800000083020062050000,348567912576192384129348675634815297785924163291736548413279856957683421862451739
5,600070000190605007732400090800140000210568004060290381007830512020754009586910743,654379128198625437732481695879143256213568974465297381947836512321754869586912743
1,070000809000000003000064000600000000000800000405000020200005140080900000000000000,374512869162798453859364271618423795927856314435179628293685147786941532541237986
2,100000050080090040300700000040050000000000007600000003050002090000000000000300006,164238759287596341395714628748153962532869417619427583853672194476981235921345876
3,006020000000000010040000050000000280300000600050900000002000800000400000700501000,136725498925834716847619352469173285371258649258946137512397864693482571784561923
4,100075630760000004020000000000706010005901000016050490047060009000000700200000803,194875632768329154523614978982746315475931286316258497847163529639582741251497863
5,004100230700059008100000004307500801610080302498230506571648900200015060946372100,854167239732459618169823754327596841615784392498231576571648923283915467946372185
1,750000000000038400090000000000000008001600000000580009000709600003000020000000100,758264931126938475394175286569342718831697542247581369482719653913456827675823194
2,080000400000005000000006000200030090000040700500000000670000050000003020040080000,986321475723495186451876239264137598138549762597268341672914853819753624345682917
3,008102000200008710300709400600370001003020040050080300504013600000007150100800000,748162935295438716361759428682374591913526847457981362574213689829647153136895274
4,000100006900000400050007000000008057600000002000400000020000000007000000000640900,832154796976283415154967328241398657693715842785426139329871564467539281518642973
5,920000060030186000007500004845020006309408120070000085400619753793045012106200908,928374561534186279617592834845721396369458127271963485482619753793845612156237948
1,000000108059710000700000000020001080040000002007900010000000003308504200010020004,634295178259718346781346529923451687145687932867932415472169853398574261516823794
2,400000010000007000007005360000090002063010000000000000020000000570000004000830000,486329517135687429297145368814593672763218945952476183321754896578961234649832751
3,001200030000573090000419200408105003100007405020040010030901000010052306800034000,941286537286573194357419268478195623193627485625348719534961872719852346862734951
4,020300000000006100000000980900001000080000072000000000100270000000800000500000300,629318754854796123713542986967421835481935672235687491148273569396854217572169348
5,800000000020074080095080004103056029500700403080013506204637098910205637607091240,841369752326574981795182364173456829569728413482913576254637198918245637637891245
1,400800000003000006000090007005300000000000180000000009000000000000500230970010000,469837512753142896281695347895361724627954183314728659532486971146579238978213465
2,800590000001000630000000000046001000000900008003000000200000007000200000000006040,862593174591478632437612589946381725725964318183725496254139867618247953379856241
3,740960000010050430503700000460000800200000604000010000000005290000024506605090008,742963185916258437583741962467532819231879654859416723374685291198324576625197348
4,030000000000100400080000000005400000000007089000000030001200000054003000000080020,436875912529136478187942653315498267642357189798621534871269345254713896963584721
5,000304000690000050001000070049200387810030400020090605163087502958040736472560190,785324961694871253231659874549216387816735429327498615163987542958142736472563198
1,086000000000304020000000000740800000000000200000050609009060000300000040000005000,286579431971384526534621798742896153695137284813452679459763812367218945128945367
2,000200470000800000000090863300180200070000000090540000900000050000000620060005037,683251479749836512521794863354187296178962345296543781937628154415379628862415937
3,400000000006009010050080007000500000802070500040006091300001400000000003001060070,437615289286749315159382647613598724892174536745236891378951462964827153521463978
4,090000604400020007500009000200800910003000040065400002300005001000070009640000300,792138654431526897586749123274853916913267548865491732329685471158374269647912385
5,000200304004000086980605700467910000008754261002308000836501009749036120125479030,651287394274193586983645712467912853398754261512368947836521479749836125125479638
1,002500000000000000100000084000000030900060000000700250053000000090000000000014006,742581963389476125165932784524198637937265418816743259453629871691857342278314596
2,007000800003001000006300070500000900000609002000030008090140030000000005010020007,157296843483751629926384571531872964874619352269435718795148236342967185618523497
3,000410000601000000203000500000002600084900000000000000010000094005003000000000008,758416932691235847243789561137542689584961273926378415812657394475893126369124758
4,070568904000000000804000200090007320010080000003050007360090000007004000080000702,172568934639421875854379261598147326716283549243956187365792418927814653481635792
5,050100003000080400002000070000400089863297501000003267491630050075948120280070934,758124693639785412142369875527416389863297541914853267491632758375948126286571934
1,500060080000000000619070000000205010400000007000000008030709000008006024900000006,574963182382154679619872345867295413423681597195437268236749851758316924941528736
2,010000080500200000000003400070810000000000309000000000000400010900000000304006000,416957283538241796792683451673819542185724369249365178867432915921578634354196827
3,800142009010976040090538010762815934148329657050467020000081400020793080080054090,836142579215976348497538216762815934148329657953467821579281463624793185381654792
4,501904080030000040009600000000002790407090000080100004000200400800530910300000008,561924387238751649749683125653842791417395862982176534195268473824537916376419258
5,403000000000070000000600050300807210650004090801952463760029081030046520215783049,483295176596471832127638954349867215652314798871952463764529381938146527215783649
1,005009310800000520400010009000002000008000960000000007000400000002063080006170005,675289314891347526423516879754692138318754962269831457187425693542963781936178245
2,095000300820030060004100950000017000000450000000802000032080040007500103060000080,695274318821935764374168952943617825218453679756892431132789546487526193569341287
3,000009000360082000040000016406890100100030008050061074705000400000570602000900000,581649237367182549249753816436897125172435968958261374795326481813574692624918753
4,007000000030109002580004090460000083070800400008600050000000900090010024800490030,917286345634159872582734196465971283379825461128643759243567918796318524851492637
5,000600020304950000005708010089062037070004006632017945156209473293400801008105000,817643529324951768965728314489562137571394286632817945156289473293476851748135692
1,000800015000050439000030008106000807080006200500100090619040000004010000058002000,432869715861257439795431628146923857983576241527184396619348572274615983358792164
2,000000008024007000000003061000009300160800000000000000007000000000100002003000500,631592748824617953975483261748269315169835427352741689287356194596174832413928576
3,200000004070500090040010005010000700008006000000900020003004100500000008100080300,259367814871542693346819275915423786428176539637958421783694152562731948194285367
4,075300002803000000921000000100620500004018007000903000400001830000000904000000251,675389412843152769921476385189627543234518697567943128452791836318265974796834251
5,640005000002008000900000130100367000230450006705180090009876024423591800806243051,641935278352718649987624135194367582238459716765182493519876324423591867876243951
1,040300010000020075200800900009070008080005003000106700050000000900038000003000260,647359812398621475215847936469273158781495623532186794154962387926738541873514269
2,000000000030419500107800400000000000002030850349000000064302095200005060000000000,495723681836419572127856439578261943612934857349578216764382195283195764951647328
3,008000090000520000600700000000600007003000000009000100700000005000009030400002000,358164792917528364624793518245631987173985426869247153792316845586479231431852679
4,080097200030000000900800006003004100120000064004009300200010008006503010000000050,581697243637425891942831576753264189129358764864179325295716438476583912318942657
5,004090700012503000070140000351000060740030208829060503005619804090357126067482390,584296731612573489973148652351824967746935218829761543235619874498357126167482395
1,030005000000002000900000600000090008020000054001060000054000000000000000600010800,132675489467982513985341672543297168726138954891564237354826791218759346679413825
2,005400000600000010003800090000000008100090000000500004078000000000012000000060000,895431276647259813213876495756124938184693752932587164378945621469312587521768349
3,000108060009005208100000005700006030060084090090010004908050300070240000400000006,547128963639475218182963475714596832265384197893712654928657341376241589451839726
4,000000600000000430080500000020700005003040020000000000009000000406000000000805007,347192658295687431681534279924716385513948726768253194879421563456379812132865947
5,700640050600500009090002008402008317581300962070020405016095030847203001903407806,728649153634581279195732648462958317581374962379126485216895734847263591953417826
1,002780900080026004300004000059000023030000040020000070000010300006075090500402001,142783965985126734367954218659847123738261549421539876294618357816375492573492681
2,204080000000009300600000000000000062070003000090000000010000700800040000000060030,254381697781659324639274518348795162176823945592416873415932786863147259927568431
3,050260010060307000000000050020009500100700009940010708003092004002000000000106003,359268417461357892287941356726489531138725649945613728873592164612834975594176283
4,000000708900000400360002000000009030080070000040000000000040000200000090600010000,452193768918765423367482519726859134189374256543621987891246375274538691635917842
5,000300004000090002610500007086043700040002060003850019892607541705019238430205076,927368154354791682618524397186943725549172863273856419892637541765419238431285976
1,001700000000000090600000500007090000002000010300050600500000000000200070800060000,291735486745628193638914527167492358452386719389157642523871964916243875874569231
2,400050000000000000001900608300000042000706000000000000096000100000030050007000000,489653217673218495251974638368591742925746381714382569896425173142837956537169824
